375	CAA35868.1|Azospirillum_brasilense_1	Zehr-nifH	vnfH	3.1e-178	592.3	291
376	AAB02342.1|Azospirillum_brasilense_1	Zehr-nifH	vnfH	3.1e-178	592.3	291
377	YP_005030951.1|Azospirillum_brasilense_1	Zehr-nifH	vnfH	3.1e-178	592.3	291
378	CCC97492.1|Azospirillum_brasilense_1	Zehr-nifH	vnfH	3.1e-178	592.3	291
450	ZP_08402608.1|Rubrivivax_benzoatilyticus_1	Zehr-nifH	vnfH	1.4e-177	590.2	290
452	EGJ10941.1|Rubrivivax_benzoatilyticus_1	Zehr-nifH	vnfH	1.4e-177	590.2	290
481	AAK26105.1|unidentified_bacterium_1	Zehr-nifH	vnfH	2.5e-177	589.3	290
513	YP_001864137.1|Nostoc_punctiforme_1	Zehr-nifH	vnfH	4.4999999999999995e-177	588.5	290
514	ACC79194.1|Nostoc_punctiforme_1	Zehr-nifH	vnfH	4.4999999999999995e-177	588.5	290
529	AFZ27429.1|Cylindrospermum_stagnale_1	Zehr-nifH	vnfH	5.299999999999999e-177	588.2	290
530	YP_007150109.1|Cylindrospermum_stagnale_1	Zehr-nifH	vnfH	5.299999999999999e-177	588.2	290
541	ZP_10016521.1|Methylacidiphilum_fumariolicum_1	Zehr-nifH	vnfH	6.3e-177	588.0	289
542	ADC97878.1|Methylacidiphilum_fumariolicum_1	Zehr-nifH	vnfH	6.3e-177	588.0	289
666	BAI71409.1|Azospirillum_sp._1	Zehr-nifH	vnfH	1.7e-176	586.6	290
672	YP_003447953.1|Azospirillum_sp._1	Zehr-nifH	vnfH	1.7e-176	586.6	290
725	YP_002299844.1|Rhodospirillum_centenum_1	Zehr-nifH	vnfH	2.6e-176	586.0	291
726	ACJ01032.1|Rhodospirillum_centenum_1	Zehr-nifH	vnfH	2.6e-176	586.0	291
727	YP_005038294.1|Azospirillum_lipoferum_1	Zehr-nifH	vnfH	2.6e-176	586.0	290
