	SeqID	Database	OrgGene	Gene	EValue	Bitscore	AlnLength
0	CAA33173;size=1;/1-459	FunGene	vnfD	vnfD	0	1022.9	460
1	OHC12061;size=2;/1-460	FunGene	vnfD	vnfD	0	1047.6	460
2	EXJ15821;size=1;/1-460	FunGene	vnfD	vnfD	0	1023	460
3	SEH51093;size=1;/1-460	FunGene	vnfD	vnfD	0	1042	460
4	EPY02865;size=1;/1-460	FunGene	vnfD	vnfD	0	1042.4	460
5	SEQ30981;size=3;/1-460	FunGene	vnfD	vnfD	0	1047.7	460
6	CAA36058;size=1;/1-460	FunGene	vnfD	vnfD	0	1044.5	460
7	OIQ93815;size=1;/1-460	FunGene	vnfD	vnfD	0	1042.2	460
8	CAE26821;size=1;/1-460	FunGene	vnfD	vnfD	0	1046	460
9	SFL38789;size=2;/1-460	FunGene	vnfD	vnfD	0	1047.2	460
10	ADP69796;size=1;/1-460	FunGene	vnfD	vnfD	0	1028.4	460
11	SFX09986;size=5;/1-460	FunGene	vnfD	vnfD	0	1050.3	460
12	CCD03004;size=1;/1-460	FunGene	vnfD	vnfD	0	1039.5	460
13	OBQ03851;size=4;/1-460	FunGene	vnfD	vnfD	5.00E-306	1005.1	460
14	EKE99886;size=1;/1-460	FunGene	vnfD	vnfD	4.20E-305	1002.3	460
15	EKF04224;size=1;/1-460	FunGene	vnfD	vnfD	5.80E-305	1001.6	460
16	AHA37825;size=1;/1-460	FunGene	vnfD	vnfD	1.80E-302	993.4	460
17	AHA37824;size=1;/1-460	FunGene	vnfD	vnfD	4.20E-301	989.2	460
18	AIQ12504;size=1;/1-460	FunGene	vnfD	vnfD	5.80E-301	989	460
19	AKG34370;size=1;/1-460	FunGene	vnfD	vnfD	4.20E-300	985.5	460
20	EKQ52376;size=1;/1-460	FunGene	vnfD	vnfD	1.00E-287	944.7	459
21	BAH06671;size=2;/1-460	FunGene	vnfD	vnfD	1.10E-286	941.2	460
22	AKB51721;size=2;/1-460	FunGene	vnfD	vnfD	1.90E-286	940.5	460
23	OED02931;size=3;/1-460	FunGene	vnfD	vnfD	1.20E-285	938.5	460
24	AKJ38129;size=1;/1-460	FunGene	vnfD	vnfD	1.60E-285	938.1	460
25	AKB48005;size=2;/1-460	FunGene	vnfD	vnfD	2.90E-285	936.6	460
26	OMH20013;size=6;/1-460	FunGene	vnfD	vnfD	3.00E-285	936.6	460
27	AAF72180;size=1;/1-460	FunGene	vnfD	vnfD	4.20E-285	936.4	460
28	AKB81589;size=1;/1-460	FunGene	vnfD	vnfD	5.60E-285	935.7	460
29	AAM04635;size=1;/1-460	FunGene	vnfD	vnfD	2.20E-284	933.7	460
30	AGK98263;size=1;/1-460	FunGene	vnfD	vnfD	5.80E-283	929	460
31	ADU27824;size=1;/1-460	FunGene	vnfD	vnfD	4.50E-280	919.5	460
32	A7IBF5	FunGene	nifD	nifD	8.80E-255	840.6	486
33	Q60C80	FunGene	nifD	nifD	2.40E-254	839.1	480
34	A5ENX1	FunGene	nifD	nifD	4.30E-254	838.3	489
35	A4VJ71	FunGene	nifD	nifD	9.90E-254	837.1	489
36	A4YYZ0	FunGene	nifD	nifD	1.50E-253	837	489
37	A8HQJ1	FunGene	nifD	nifD	1.20E-252	833.5	488
38	B8EJ24	FunGene	nifD	nifD	4.60E-252	831.6	475
39	A4JRN8	FunGene	nifD	nifD	5.80E-252	831.2	480
40	C6P5Y2	FunGene	nifD	nifD	6.70E-252	831	482
41	A1VPS3	FunGene	nifD	nifD	7.20E-252	830.9	480
42	C5S6M4	FunGene	nifD	nifD	7.50E-252	830.9	477
43	C7DPA6	FunGene	nifD	nifD	3.80E-251	828.6	483
44	C5BTB1	FunGene	nifD	nifD	4.30E-251	828.4	491
45	P06121	FunGene	nifD	nifD	4.40E-251	828.3	487
46	D0EJA7	FunGene	nifD	nifD	1.00E-250	827.3	487
47	A6UME8	FunGene	nifD	nifD	1.50E-250	827.1	487
48	A1K2V1	FunGene	nifD	nifD	1.70E-250	826.4	480
49	P06120	FunGene	nifD	nifD	2.60E-250	825.8	484
50	C7RRG5	FunGene	nifD	nifD	2.80E-250	825.7	483
51	C6HVB1	FunGene	nifD	nifD	2.80E-250	825.7	479
52	B3DXX6	FunGene	nifD	nifD	2.80E-250	825.7	480
53	A9H5W5	FunGene	nifD	nifD	2.90E-250	825.6	487
54	Q6N0Z0	FunGene	nifD	nifD	3.10E-250	825.5	478
55	D0EJC7	FunGene	nifD	nifD	4.60E-250	825.4	487
56	Q4VUB6	FunGene	nifD	nifD	8.30E-250	824.3	487
57	C7DP64	FunGene	nifD	nifD	9.80E-250	824.1	482
58	D0EJB0	FunGene	nifD	nifD	9.90E-250	823.9	483
59	Q92ZL4	FunGene	nifD	nifD	1.10E-249	824.1	483
60	D0EJB2	FunGene	nifD	nifD	1.10E-249	824.2	487
61	Q8KIP2	FunGene	nifD	nifD	1.20E-249	824	484
62	D0EJB3	FunGene	nifD	nifD	1.20E-249	824.1	483
63	C7DPA3	FunGene	nifD	nifD	1.40E-249	823.4	488
64	D0EJC0	FunGene	nifD	nifD	2.10E-249	822.8	483
65	D0EJB1	FunGene	nifD	nifD	2.20E-249	822.9	483
66	Q20Y01	FunGene	nifD	nifD	2.20E-249	822.7	490
67	C7DP73	FunGene	nifD	nifD	2.20E-249	822.9	483
68	D0EJB8	FunGene	nifD	nifD	2.30E-249	823.1	483
69	Q2RVN3	FunGene	nifD	nifD	2.50E-249	822.6	476
70	Q8KIN7	FunGene	nifD	nifD	2.90E-249	822.3	488
71	Q07HY2	FunGene	nifD	nifD	3.20E-249	822.2	478
72	B3Q2Q8	FunGene	nifD	nifD	3.20E-249	822.6	488
73	C7DP67	FunGene	nifD	nifD	3.40E-249	822.6	486
74	D0EJC6	FunGene	nifD	nifD	4.20E-249	822.3	483
75	C7DP88	FunGene	nifD	nifD	4.40E-249	821.9	486
76	Q4VUC0	FunGene	nifD	nifD	4.90E-249	821.7	487
77	C7DP58	FunGene	nifD	nifD	5.10E-249	821.5	488
78	Q2J1I0	FunGene	nifD	nifD	5.50E-249	821.4	478
79	B1Y772	FunGene	nifD	nifD	5.80E-249	821.3	479
80	D0EJC1	FunGene	nifD	nifD	6.20E-249	821.7	483
81	Q7X1F7	FunGene	nifD	nifD	7.90E-249	820.9	479
82	C7DP82	FunGene	nifD	nifD	8.10E-249	820.8	490
83	C7DP94	FunGene	nifD	nifD	8.20E-249	821	486
84	Q13C77	FunGene	nifD	nifD	8.50E-249	821.3	478
85	B0UAK3	FunGene	nifD	nifD	8.90E-249	820.7	488
86	D0EJC9	FunGene	nifD	nifD	9.40E-249	821.1	483
87	C1DGZ7	FunGene	nifD	nifD	1.20E-248	820.8	487
88	C7DP55	FunGene	nifD	nifD	1.30E-248	820.7	489
89	B2IET3	FunGene	nifD	nifD	1.40E-248	820	478
90	C7DP49	FunGene	nifD	nifD	2.00E-248	820.1	490
91	C7DP91	FunGene	nifD	nifD	2.10E-248	819.9	486
92	Q8KJ97	FunGene	nifD	nifD	2.30E-248	819.4	487
93	D0EJC5	FunGene	nifD	nifD	2.30E-248	819.3	483
94	D0EJC3	FunGene	nifD	nifD	2.60E-248	819.4	482
95	P19066	FunGene	nifD	nifD	3.70E-248	818.7	490
96	C7DP85	FunGene	nifD	nifD	4.90E-248	818.5	486
97	B7KG75	FunGene	nifD	nifD	5.20E-248	818.2	479
98	P07328	FunGene	nifD	nifD	6.30E-248	817.9	487
99	B6IXK7	FunGene	nifD	nifD	6.70E-248	817.8	481
100	Q9AJ61	FunGene	nifD	nifD	8.10E-248	817.6	476
101	D0EJC2	FunGene	nifD	nifD	9.80E-248	817.5	485
102	Q98AP6	FunGene	nifD	nifD	1.00E-247	817.7	483
103	C7DP70	FunGene	nifD	nifD	1.10E-247	817.6	489
104	C7DP76	FunGene	nifD	nifD	1.20E-247	817.5	489
105	B7JA98	FunGene	nifD	nifD	1.30E-247	816.8	475
106	D0EJD1	FunGene	nifD	nifD	1.30E-247	817.3	483
107	C8SJQ3	FunGene	nifD	nifD	2.50E-247	815.9	488
108	C7DPA0	FunGene	nifD	nifD	2.80E-247	815.9	486
109	Q13N41	FunGene	nifD	nifD	3.10E-247	815.6	481
110	Q9ZIE3	FunGene	nifD	nifD	3.70E-247	815.8	487
111	D0EJD3	FunGene	nifD	nifD	3.80E-247	815.5	483
112	Q47G68	FunGene	nifD	nifD	1.10E-246	813.8	477
113	C7DP61	FunGene	nifD	nifD	1.20E-246	813.7	487
114	A4TZV2	FunGene	nifD	nifD	1.60E-246	813.3	474
115	D0EJB6	FunGene	nifD	nifD	1.80E-246	813.6	483
116	D0EJC4	FunGene	nifD	nifD	1.90E-246	813.5	482
117	D0EJD5	FunGene	nifD	nifD	2.70E-246	813	481
118	D0EJB7	FunGene	nifD	nifD	4.60E-246	811.8	482
119	D0EJA9	FunGene	nifD	nifD	4.60E-246	812.2	482
120	B2JYD2	FunGene	nifD	nifD	4.60E-246	811.7	480
121	Q1M7Z3	FunGene	nifD	nifD	6.90E-246	811.2	483
122	Q55029	FunGene	nifD	nifD	8.70E-246	810.8	479
123	D0EJD2	FunGene	nifD	nifD	1.10E-245	810.6	485
124	B4AZA4	FunGene	nifD	nifD	1.60E-245	810	479
125	D0EJD0	FunGene	nifD	nifD	2.90E-245	809.6	483
126	P77874	FunGene	nifD	nifD	3.00E-245	809.1	475
127	B3F2I8	FunGene	nifD	nifD	3.10E-245	809	475
128	A4WRY4	FunGene	nifD	nifD	3.30E-245	808.9	490
129	Q6ITC3	FunGene	nifD	nifD	5.90E-245	808.5	487
130	A0L6W9	FunGene	nifD	nifD	7.20E-245	807.8	474
131	Q3M589	FunGene	nifD	nifD	8.20E-245	808.1	479
132	Q3J0H2	FunGene	nifD	nifD	1.00E-244	807.3	490
133	P06769	FunGene	nifD	nifD	1.30E-244	807	484
134	Q0GY15	FunGene	nifD	nifD	1.70E-244	806.6	488
135	B6A0Y7	FunGene	nifD	nifD	1.70E-244	806.6	487
136	A3PLS8	FunGene	nifD	nifD	1.90E-244	806.9	490
137	A1Z1X8	FunGene	nifD	nifD	2.00E-244	806.3	483
138	A1Z1W0	FunGene	nifD	nifD	2.20E-244	806.2	483
139	Q2W6Z8	FunGene	nifD	nifD	3.00E-244	805.7	478
140	C4LAS6	FunGene	nifD	nifD	3.40E-244	805.6	475
141	B2AIZ6	FunGene	nifD	nifD	3.80E-244	805.4	489
142	B8ITG6	FunGene	nifD	nifD	4.00E-244	805.3	494
143	C6B4Z1	FunGene	nifD	nifD	5.30E-244	805	482
144	Q44485	FunGene	nifD	nifD	6.00E-244	804.8	479
145	B9KKT8	FunGene	nifD	nifD	7.80E-244	804.8	490
146	A1KYJ7	FunGene	nifD	nifD	1.40E-243	803.6	475
147	Q2JTL8	FunGene	nifD	nifD	3.00E-243	802.4	478
148	A3IL29	FunGene	nifD	nifD	3.10E-243	802.9	477
149	B3F2J1	FunGene	nifD	nifD	4.50E-243	801.9	483
150	A5Y6I8	FunGene	nifD	nifD	5.40E-243	801.8	488
151	O07642	FunGene	nifD	nifD	5.90E-243	801.5	477
152	B8HWE4	FunGene	nifD	nifD	6.40E-243	801.4	481
153	Q7X5B4	FunGene	nifD	nifD	7.30E-243	801.4	486
154	Q7X5B2	FunGene	nifD	nifD	8.40E-243	801	486
155	A0YNZ6	FunGene	nifD	nifD	9.00E-243	801.1	483
156	Q8GPM4	FunGene	nifD	nifD	1.40E-242	800.3	489
157	B3F2J0	FunGene	nifD	nifD	1.40E-242	800.2	479
158	B3F2I9	FunGene	nifD	nifD	2.20E-242	800	483
159	B9YWG6	FunGene	nifD	nifD	2.50E-242	799.6	486
160	B3F2I4	FunGene	nifD	nifD	4.00E-242	799.2	483
161	Q2JP77	FunGene	nifD	nifD	4.20E-242	798.9	478
162	Q00239	FunGene	nifD	nifD	8.30E-242	797.7	483
163	Q8GPM8	FunGene	nifD	nifD	1.10E-241	797.7	486
164	Q4C2Y7	FunGene	nifD	nifD	1.30E-241	797.1	475
165	Q7X5B1	FunGene	nifD	nifD	1.50E-241	796.9	484
166	Q8GPM6	FunGene	nifD	nifD	2.10E-241	796.4	486
167	B3F2I6	FunGene	nifD	nifD	2.40E-241	796.7	483
168	Q8GPM2	FunGene	nifD	nifD	2.60E-241	796.5	484
169	B3F2J3	FunGene	nifD	nifD	3.10E-241	796.2	483
170	Q8GPM9	FunGene	nifD	nifD	4.70E-241	795.2	484
171	Q7WTA7	FunGene	nifD	nifD	5.20E-241	795.2	472
172	Q589A1	FunGene	nifD	nifD	5.70E-241	794.9	483
173	C8S0T3	FunGene	nifD	nifD	6.30E-241	794.8	486
174	Q7X5B0	FunGene	nifD	nifD	6.30E-241	795	484
175	C6C8T2	FunGene	nifD	nifD	8.80E-241	794.3	475
176	O84929	FunGene	nifD	nifD	9.30E-241	794.2	479
177	Q8KC89	FunGene	nifD	nifD	9.40E-241	794.2	530
178	B3F2J4	FunGene	nifD	nifD	1.00E-240	794.1	479
179	Q8GPN0	FunGene	nifD	nifD	1.90E-240	793.7	484
180	P00464	FunGene	nifD	nifD	2.50E-240	792.8	485
181	Q4PJU5	FunGene	nifD	nifD	3.30E-240	792.4	484
182	Q8GPM5	FunGene	nifD	nifD	5.30E-240	791.9	486
183	A2V8A0	FunGene	nifD	nifD	1.20E-239	790.6	477
184	A1WTQ5	FunGene	nifD	nifD	1.30E-239	790.5	480
185	B3F2H8	FunGene	nifD	nifD	3.20E-239	789.1	477
186	Q44045	FunGene	nifD	nifD	4.40E-239	788.7	488
187	Q53UA0	FunGene	nifD	nifD	4.60E-239	788.6	474
188	B0TAP4	FunGene	nifD	nifD	4.90E-239	788.5	473
189	A1BEG7	FunGene	nifD	nifD	5.20E-239	788.4	521
190	Q3S2V5	FunGene	nifD	nifD	1.10E-238	787.4	485
191	B3F2I0	FunGene	nifD	nifD	1.70E-238	786.8	477
192	Q7X5B3	FunGene	nifD	nifD	2.10E-238	786.5	484
193	Q24PI3	FunGene	nifD	nifD	2.60E-238	786.1	482
194	Q3B2P3	FunGene	nifD	nifD	2.60E-238	786.1	530
195	B9X243	FunGene	nifD	nifD	2.70E-238	786.1	474
196	B7TB35	FunGene	nifD	nifD	4.40E-238	785.4	477
197	Q7MRF8	FunGene	nifD	nifD	4.60E-238	785.3	478
198	A4SFU9	FunGene	nifD	nifD	5.00E-238	785.2	526
199	B9X2C0	FunGene	nifD	nifD	7.80E-238	784.6	471
200	B3EH85	FunGene	nifD	nifD	9.40E-238	784.3	524
201	B3F2I3	FunGene	nifD	nifD	9.80E-238	784.2	478
202	Q8GPM3	FunGene	nifD	nifD	1.50E-237	783.6	474
203	B9M0S3	FunGene	nifD	nifD	1.80E-237	783.3	469
204	B3QQ15	FunGene	nifD	nifD	1.90E-237	783.3	529
205	Q5NLG2	FunGene	nifD	nifD	2.50E-237	782.9	484
206	Q6D2Y9	FunGene	nifD	nifD	7.20E-237	781.4	479
207	B9X2A1	FunGene	nifD	nifD	1.60E-236	780.2	480
208	B5ECQ3	FunGene	nifD	nifD	1.70E-236	780.2	475
209	B8FAC1	FunGene	nifD	nifD	2.10E-236	779.8	531
210	C8WE14	FunGene	nifD	nifD	2.20E-236	780.2	484
211	Q9F0V8	FunGene	nifD	nifD	3.40E-236	779.6	432
212	B4S9H8	FunGene	nifD	nifD	3.40E-236	779.2	529
213	B8DR77	FunGene	nifD	nifD	5.10E-236	778.6	532
214	B3EL84	FunGene	nifD	nifD	1.40E-235	777.1	527
215	A1AUP0	FunGene	nifD	nifD	1.50E-235	777	470
216	A5GAL1	FunGene	nifD	nifD	1.70E-235	776.8	468
217	Q0YUY7	FunGene	nifD	nifD	2.20E-235	776.5	530
218	A8L2C3	FunGene	nifD	nifD	2.30E-235	776.4	474
219	C8Q2M4	FunGene	nifD	nifD	2.40E-235	776.3	474
220	C6E9A1	FunGene	nifD	nifD	2.40E-235	776.8	469
221	C8R0M9	FunGene	nifD	nifD	2.50E-235	776.3	530
222	B4WRV2	FunGene	nifD	nifD	2.90E-235	776.1	477
223	A7HET0	FunGene	nifD	nifD	3.20E-235	775.9	470
224	Q3AR67	FunGene	nifD	nifD	3.60E-235	775.8	537
225	B4SC62	FunGene	nifD	nifD	5.20E-235	775.2	528
226	Q8PYX7	FunGene	nifD	nifD	8.20E-235	774.6	517
227	Q47885	FunGene	nifD	nifD	8.80E-235	774.9	474
228	Q7X5A9	FunGene	nifD	nifD	1.10E-234	774.3	484
229	Q0RAV5	FunGene	nifD	nifD	1.80E-234	773.4	474
230	C0GSM9	FunGene	nifD	nifD	2.60E-234	772.9	527
231	C7LPB2	FunGene	nifD	nifD	2.80E-234	772.8	531
232	Q8KQ03	FunGene	nifD	nifD	3.10E-234	773.1	474
233	Q749C3	FunGene	nifD	nifD	3.50E-234	772.5	468
234	Q3A2R8	FunGene	nifD	nifD	3.60E-234	772.5	472
235	Q1NW43	FunGene	nifD	nifD	5.00E-234	772	537
236	C6MRS8	FunGene	nifD	nifD	5.40E-234	771.9	468
237	B5YH17	FunGene	nifD	nifD	5.50E-234	771.8	471
238	Q2J4F9	FunGene	nifD	nifD	7.00E-234	771.5	474
239	D1KS43	FunGene	nifD	nifD	9.20E-234	771.3	474
240	P00466	FunGene	nifD	nifD	1.80E-233	770.2	476
241	C4XRJ9	FunGene	nifD	nifD	2.60E-233	769.6	530
242	C6BX31	FunGene	nifD	nifD	3.10E-233	769.4	532
243	Q39XW9	FunGene	nifD	nifD	3.60E-233	769.2	472
244	C0GKD5	FunGene	nifD	nifD	4.10E-233	769	523
245	Q46G39	FunGene	nifD	nifD	6.30E-233	768.4	517
246	A0LH08	FunGene	nifD	nifD	1.70E-232	767	531
247	Q8TJ90	FunGene	nifD	nifD	2.20E-232	766.6	516
248	C8W444	FunGene	nifD	nifD	2.20E-232	766.5	533
249	B3E3W1	FunGene	nifD	nifD	2.70E-232	766.3	470
250	P55170	FunGene	nifD	nifD	3.50E-232	765.9	517
251	Q47927	FunGene	nifD	nifD	2.50E-231	763.1	480
252	C6PCX3	FunGene	nifD	nifD	3.00E-231	762.8	526
253	A4J8B9	FunGene	nifD	nifD	3.90E-231	762.4	528
254	A5N1U0	FunGene	nifD	nifD	4.70E-231	762.2	532
255	B4ULZ0	FunGene	nifD	nifD	7.30E-231	761.5	470
256	P06662	FunGene	nifD	nifD	1.20E-230	760.8	474
257	B8GEW4	FunGene	nifD	nifD	1.60E-230	760.4	532
258	B3QXW8	FunGene	nifD	nifD	6.70E-230	758.4	529
259	A6TTY0	FunGene	nifD	nifD	1.80E-229	756.9	526
260	C0QKL1	FunGene	nifD	nifD	3.00E-229	756.2	534
261	Q0W440	FunGene	nifD	nifD	5.80E-229	755.3	528
262	B5JMT9	FunGene	nifD	nifD	5.20E-228	752.1	526
263	Q3Z7D0	FunGene	nifD	nifD	9.90E-228	751.2	526
264	C0A2R7	FunGene	nifD	nifD	6.00E-227	748.6	522
265	Q56JU4	FunGene	nifD	nifD	9.90E-227	747.9	435
266	A1VI38	FunGene	nifD	nifD	1.40E-226	747.9	528
267	Q72WS7	FunGene	nifD	nifD	1.60E-226	747.2	528
268	A7I7F2	FunGene	nifD	nifD	4.50E-226	745.7	533
269	P25313	FunGene	nifD	nifD	6.40E-226	745.2	475
270	Q47923	FunGene	nifD	nifD	9.20E-226	744.7	474
271	Q1K0I7	FunGene	nifD	nifD	9.10E-225	741.4	469
272	Q97ME2	FunGene	nifD	nifD	9.10E-225	741.4	527
273	C7IGE7	FunGene	nifD	nifD	1.10E-224	741.1	523
274	A0ZAV9	FunGene	nifD	nifD	4.90E-224	739	450
275	C5RN63	FunGene	nifD	nifD	7.80E-224	738.3	522
276	B6YRI9	FunGene	nifD	nifD	3.80E-223	736	535
277	B4VJP5	FunGene	nifD	nifD	5.50E-222	732.2	518
278	Q7BKZ3	FunGene	nifD	nifD	7.30E-221	729	524
279	A6LUZ2	FunGene	nifD	nifD	1.30E-220	728.2	524
280	C1SID1	FunGene	nifD	nifD	3.50E-220	726.2	473
281	Q6DQY7	FunGene	nifD	nifD	8.90E-220	724.9	524
282	P00467	FunGene	nifD	nifD	3.10E-219	723.1	525
283	Q3M664	FunGene	nifD	nifD	6.60E-219	722	450
284	B1QUW1	FunGene	nifD	nifD	2.90E-216	713.3	528
285	Q1KX98	FunGene	nifD	nifD	1.50E-212	701.3	433
286	P08717	FunGene	nifD	nifD	8.30E-210	692	466
287	Q02452	FunGene	nifD	nifD	3.00E-193	637.3	474
288	Q50788	FunGene	nifD	nifD	7.50E-185	609.5	458
289	gi|186680941|ref|YP_001864137.1|	FunGene	nifH	vnfH	1.10E-182	596.7	291
290	O27605	FunGene	nifD	nifD	1.60E-182	601.8	457
291	gi|289474534|gb|ADC97878.1|	FunGene	nifH	vnfH	5.30E-182	594.4	290
292	gi|189219887|ref|YP_001940528.1|	FunGene	nifH	vnfH	1.30E-181	593.3	290
293	gi|218667119|ref|YP_002425950.1|	FunGene	nifH	vnfH	6.20E-181	590.9	290
294	gi|170741696|ref|YP_001770351.1|	FunGene	nifH	vnfH	1.60E-180	589.6	291
295	P71526	FunGene	nifD	nifD	2.30E-180	594.7	471
296	gi|220923884|ref|YP_002499186.1|	FunGene	nifH	vnfH	4.00E-180	588.3	291
297	gi|21492761|ref|NP_659836.1|	FunGene	nifH	vnfH	4.40E-180	588.1	291
298	gi|209543735|ref|YP_002275964.1|	FunGene	nifH	vnfH	4.70E-180	588	292
299	gi|83310673|ref|YP_420937.1|	FunGene	nifH	vnfH	4.80E-180	588	289
300	gi|128264|sp|P00463.1|NIFH_BRASP	FunGene	nifH	vnfH	7.60E-180	587.4	291
301	gi|75910120|ref|YP_324416.1|	FunGene	nifH	vnfH	7.80E-180	587.3	288
302	gi|225521923|ref|ZP_03768757.1|	FunGene	nifH	vnfH	1.50E-179	586.4	286
303	gi|221639975|ref|YP_002526237.1|	FunGene	nifH	vnfH	1.90E-179	586.1	288
304	gi|115526522|ref|YP_783433.1|	FunGene	nifH	vnfH	2.70E-179	585.7	292
305	gi|150378167|ref|YP_001314762.1|	FunGene	nifH	vnfH	2.90E-179	585.4	291
306	gi|91778641|ref|YP_553849.1|	FunGene	nifH	vnfH	3.00E-179	585.4	290
307	gi|16520016|ref|NP_444136.1|	FunGene	nifH	vnfH	3.40E-179	585.2	291
308	gi|157804287|gb|ABV79890.1|	FunGene	nifH	vnfH	4.20E-179	584.9	288
309	gi|90425935|ref|YP_534305.1|	FunGene	nifH	vnfH	4.40E-179	584.8	292
310	gi|20138964|sp|Q51296.1|NIFH_NOSS6	FunGene	nifH	vnfH	5.00E-179	584.9	288
311	gi|77464110|ref|YP_353614.1|	FunGene	nifH	vnfH	7.80E-179	584.3	282
312	gi|86748094|ref|YP_484590.1|	FunGene	nifH	vnfH	9.10E-179	584	292
313	gi|71907047|ref|YP_284634.1|	FunGene	nifH	vnfH	1.50E-178	583.1	291
314	gi|154244101|ref|YP_001415059.1|	FunGene	nifH	vnfH	1.60E-178	583	290
315	gi|171058114|ref|YP_001790463.1|	FunGene	nifH	vnfH	1.70E-178	582.9	290
316	gi|158422665|ref|YP_001523957.1|	FunGene	nifH	vnfH	3.20E-178	582	291
317	gi|121605244|ref|YP_982573.1|	FunGene	nifH	vnfH	3.90E-178	581.7	291
318	gi|148257187|ref|YP_001241772.1|	FunGene	nifH	vnfH	9.20E-178	580.5	291
319	gi|83592346|ref|YP_426098.1|	FunGene	nifH	vnfH	1.10E-177	580.3	292
320	gi|182677469|ref|YP_001831615.1|	FunGene	nifH	vnfH	3.80E-177	578.5	288
321	gi|146342240|ref|YP_001207288.1|	FunGene	nifH	vnfH	4.60E-177	578.4	291
322	gi|209547092|ref|YP_002279010.1|	FunGene	nifH	vnfH	6.20E-177	577.8	290
323	P20620	FunGene	nifD	nifD	7.40E-177	583.1	464
324	gi|186474718|ref|YP_001863689.1|	FunGene	nifH	vnfH	3.40E-176	575.4	290
325	gi|254785645|ref|YP_003073074.1|	FunGene	nifH	vnfH	5.10E-176	574.8	289
326	gi|186474763|ref|YP_001863734.1|	FunGene	nifH	vnfH	5.30E-176	575	290
327	gi|241113274|ref|YP_002973109.1|	FunGene	nifH	vnfH	6.30E-176	574.5	291
328	gi|188591635|ref|YP_001796234.1|	FunGene	nifH	vnfH	6.30E-176	574.5	290
329	gi|305390409|gb|ADM52732.1|	FunGene	nifH	vnfH	2.90E-170	555.9	285
330	Q6N6H9	FunGene	nifD	nifD	1.70E-142	469.6	505
331	Q6N795	FunGene	nifD	nifD	7.90E-117	384.8	494
332	Q6QF63	FunGene	nifD	vnfD	3.00E-79	260.3	462
