387	M64344_1	Buckley-nifH	vnfH	3.9e-178	591.7	290
389	HE577327_1	Buckley-nifH	vnfH	3.9e-178	591.7	290
390	7211602X51500_1	Buckley-nifH	vnfH	3.9e-178	591.7	290
413	AP012320_1	Buckley-nifH	vnfH	7.2e-178	590.8	290
435	AEWG01000018_1	Buckley-nifH	vnfH	1.0999999999999998e-177	590.2	290
472	AF194084_1	Buckley-nifH	vnfH	2e-177	589.4	290
497	512909513802NC_010628_1	Buckley-nifH	vnfH	3.6e-177	588.5	290
576	CP000975_1	Buckley-nifH	vnfH	8.2e-177	587.3	289
642	gi_288909149_1	Buckley-nifH	vnfH	1.3e-176	586.6	290
697	CP0006132_1	Buckley-nifH	vnfH	2.1e-176	586.0	291
702	FQ311868_1	Buckley-nifH	vnfH	2.1e-176	586.0	290
713	15942487L23514_1	Buckley-nifH	vnfH	2.3e-176	585.9	290
738	X51609_1	Buckley-nifH	vnfH	2.9e-176	585.5	290
764	AF012326_1	Buckley-nifH	vnfH	3.7e-176	585.2	284
789	10084961009389NC_003272_1	Buckley-nifH	vnfH	4.3e-176	585.0	283
845	CP000117_2_1	Buckley-nifH	vnfH	6.9e-176	584.3	283
860	CP002985_1	Buckley-nifH	vnfH	7.9e-176	584.1	290
906	CP0011321_1	Buckley-nifH	vnfH	1.1e-175	583.7	290
909	CP0012191_1	Buckley-nifH	vnfH	1.1e-175	583.7	290
914	CABP01000077_1	Buckley-nifH	vnfH	1.1e-175	583.7	290
936	CP003153_1	Buckley-nifH	vnfH	1.3e-175	583.4	287
993	AGIZ01000013_1	Buckley-nifH	vnfH	1.9e-175	582.9	288
998	CP0009431_1	Buckley-nifH	vnfH	2e-175	582.8	290
1000	NC_007413_1	Buckley-nifH	vnfH	2e-175	582.8	291
1002	DQ315787_1	Buckley-nifH	vnfH	2e-175	582.8	291
1058	7151772413AAVW01000011_1	Buckley-nifH	vnfH	3e-175	582.2	290
1074	AP012279_1	Buckley-nifH	vnfH	3.2e-175	582.1	290
1090	AP012304_1	Buckley-nifH	vnfH	3.6e-175	581.9	289
1112	gi_192282182_1	Buckley-nifH	vnfH	4e-175	581.8	290
1118	AP007255_1	Buckley-nifH	vnfH	4.3e-175	581.7	289
1125	HQ670655_1	Buckley-nifH	vnfH	4.7e-175	581.6	291
1130	L04499_1	Buckley-nifH	vnfH	4.8e-175	581.5	286
1134	AEWJ01000022_1	Buckley-nifH	vnfH	4.8e-175	581.5	287
1180	CP001349_1	Buckley-nifH	vnfH	6.2e-175	581.2	290
1183	AF030414_1	Buckley-nifH	vnfH	6.299999999999999e-175	581.1	291
1186	CP001189_1	Buckley-nifH	vnfH	6.299999999999999e-175	581.1	291
1219	JN021929_1	Buckley-nifH	vnfH	7.8e-175	580.8	291
1222	JN021930_1	Buckley-nifH	vnfH	7.8e-175	580.8	291
1226	2411128U49514_1	Buckley-nifH	vnfH	7.899999999999999e-175	580.8	288
1242	CP001076_1	Buckley-nifH	vnfH	9.299999999999999e-175	580.6	290
1243	U80928_2_1	Buckley-nifH	vnfH	9.299999999999999e-175	580.6	290
1244	U80928_3_1	Buckley-nifH	vnfH	9.299999999999999e-175	580.6	290
1245	12295401230433NC_010628_1	Buckley-nifH	vnfH	9.299999999999999e-175	580.6	290
1246	M15942_1	Buckley-nifH	vnfH	9.299999999999999e-175	580.6	290
1247	CP001076_1_1	Buckley-nifH	vnfH	9.299999999999999e-175	580.6	290
1248	M15941_1	Buckley-nifH	vnfH	9.299999999999999e-175	580.6	290
1249	M10587_1	Buckley-nifH	vnfH	9.299999999999999e-175	580.6	290
1250	U80928_1_1	Buckley-nifH	vnfH	9.299999999999999e-175	580.6	290
1262	HE663493_1	Buckley-nifH	vnfH	9.8e-175	580.5	287
