	SeqID	Database	OrgGene	Gene	EValue	Bitscore	AlnLength
0	EIG54448.1|Desulfovibrio_sp._1	Zehr	nifH	anfH	4.20E-182	602.2	275
1	ACF00152.1|Rhodopseudomonas_palustris_1	Zehr	nifH	anfH	3.20E-180	596	275
2	EFC24679.1|Rhodopseudomonas_palustris_1	Zehr	nifH	anfH	6.00E-180	595.1	275
3	ACS86387.1|Dickeya_dadantii_1	Zehr	nifH	anfH	9.40E-180	594.5	275
4	ABJ07810.1|Rhodopseudomonas_palustris_1	Zehr	nifH	anfH	1.10E-179	594.2	275
5	EPY00584.1|Phaeospirillum_fulvum_1	Zehr	nifH	anfH	1.30E-179	594.1	275
6	AFA47495.1|Acetobacterium_woodii_1	Zehr	nifH	anfH	2.80E-179	592.9	274
7	ADP72548.1|Rhodomicrobium_vannielii_1	Zehr	nifH	anfH	3.60E-179	592.6	275
8	CAA49624.1|Rhodobacter_capsulatus_1	Zehr	nifH	anfH	3.80E-179	592.5	275
9	ABC22196.1|Rhodospirillum_rubrum_1	Zehr	nifH	anfH	5.70E-179	591.9	275
10	ZP_09716421.1|Treponema_primitia_1	Zehr	nifH	anfH	2.00E-178	590.1	274
11	EJW10892.1|Rhodovulum_sp._1	Zehr	nifH	anfH	2.00E-178	590.1	274
12	EEG18913.1|Opitutaceae_bacterium_1	Zehr	nifH	anfH	2.30E-178	589.9	273
13	ACM03752.1|Rhodobacter_sphaeroides_1	Zehr	nifH	anfH	1.20E-177	587.5	275
14	CAA27553.1|Azotobacter_chroococcum_1	Zehr	nifH	vnfH	1.70E-176	584.1	287
15	AAA82508.1|Azotobacter_vinelandii_1	Zehr	nifH	anfH	1.20E-175	581	275
16	AAA22170.1|Azotobacter_vinelandii_1	Zehr	nifH	vnfH	2.20E-175	580.4	287
17	EKO38948.1|Desulfovibrio_magneticus_1	Zehr	nifH	anfH	4.90E-175	579	266
18	AAA22142.1|Azotobacter_vinelandii_1	Zehr	nifH	nifH	8.00E-174	575.1	289
19	ACI11459.1|Klebsiella_pneumoniae_1	Zehr	nifH	nifH	1.20E-173	574.5	289
20	ACS84302.1|Dickeya_dadantii_1	Zehr	nifH	nifH	2.70E-173	573.3	289
21	ADY57123.1|Syntrophobotulus_glycolicus_1	Zehr	nifH	anfH	3.40E-173	572.9	274
22	AAA22140.1|Azotobacter_chroococcum_1	Zehr	nifH	nifH	4.00E-173	572.8	290
23	EKN58682.1|Pseudomonas_stutzeri_1	Zehr	nifH	nifH	4.10E-173	572.8	289
24	EJI87739.1|Enterobacter_radicincitans_1	Zehr	nifH	nifH	1.00E-172	571.4	287
25	CAA65427.1|Alcaligenes_faecalis_1	Zehr	nifH	nifH	1.30E-172	571.2	289
26	EGJ10941.1|Rubrivivax_benzoatilyticus_1	Zehr	nifH	nifH	1.40E-172	571	289
27	EEW04348.1|Pantoea_sp._1	Zehr	nifH	nifH	1.60E-172	570.8	289
28	AAZ46164.1|Dechloromonas_aromatica_1	Zehr	nifH	vnfH	2.70E-172	570.3	287
29	ACQ92279.1|Tolumonas_auensis_1	Zehr	nifH	vnfH	3.60E-172	569.9	287
30	AAB02342.1|Azospirillum_brasilense_1	Zehr	nifH	nifH	6.30E-172	568.9	290
31	AAG35586.1|Azoarcus_sp._1	Zehr	nifH	vnfH	7.30E-172	568.9	287
32	EIJ36507.1|Thiothrix_nivea_1	Zehr	nifH	nifH	8.90E-172	568.4	289
33	EGZ42772.1|Thiocystis_violascens_1	Zehr	nifH	nifH	1.20E-171	567.9	289
34	CAG75856.1|Pectobacterium_atrosepticum_1	Zehr	nifH	nifH	1.40E-171	567.8	289
35	ADC97878.1|Methylacidiphilum_fumariolicum_1	Zehr	nifH	nifH	1.60E-171	567.5	288
36	AGU89250.1|Serratia_sp._1	Zehr	nifH	nifH	1.70E-171	567.4	289
37	EIJ42511.1|Beggiatoa_alba_1	Zehr	nifH	vnfH	2.90E-171	566.9	287
38	ADE11119.1|Sideroxydans_lithotrophicus_1	Zehr	nifH	vnfH	4.70E-171	566.2	287
39	EER67145.1|Allochromatium_vinosum_1	Zehr	nifH	vnfH	5.10E-171	566.1	287
40	AGA91923.1|Thioflavicoccus_mobilis_1	Zehr	nifH	vnfH	5.20E-171	566.1	287
41	AEX24158.1|Vibrio_sp._1	Zehr	nifH	vnfH	5.30E-171	566	287
42	ACR12580.1|Teredinibacter_turnerae_1	Zehr	nifH	nifH	5.50E-171	565.8	289
43	ABP70147.1|Rhodobacter_sphaeroides_1	Zehr	nifH	nifH	5.90E-171	565.7	289
44	ACJ01032.1|Rhodospirillum_centenum_1	Zehr	nifH	nifH	7.10E-171	565.4	289
45	ACV37675.1|Candidatus_Accumulibacter_1	Zehr	nifH	vnfH	7.50E-171	565.5	287
46	AAK26105.1|unidentified_bacterium_1	Zehr	nifH	nifH	8.20E-171	565.2	288
47	EGV20999.1|Marichromatium_purpuratum_1	Zehr	nifH	vnfH	8.60E-171	565.3	287
48	EFC65041.1|bacterium_S5_1	Zehr	nifH	vnfH	9.50E-171	565.2	286
49	EGV30156.1|Thiorhodococcus_drewsii_1	Zehr	nifH	nifH	1.00E-170	564.9	288
50	EGZ55571.1|Thiorhodovibrio_sp._1	Zehr	nifH	vnfH	1.20E-170	564.9	287
51	EGV19816.1|Thiocapsa_marina_1	Zehr	nifH	nifH	1.20E-170	564.7	289
52	ACD94376.1|Geobacter_lovleyi_1	Zehr	nifH	nifH	2.50E-170	563.6	284
53	EGD60366.1|Novosphingobium_nitrogenifigens_1	Zehr	nifH	nifH	3.10E-170	563.3	289
54	BAI71409.1|Azospirillum_sp._1	Zehr	nifH	nifH	3.50E-170	563.1	288
55	BAL23130.1|Azoarcus_sp._1	Zehr	nifH	nifH	3.70E-170	563	288
56	AEX54812.1|Rahnella_aquatilis_1	Zehr	nifH	nifH	3.90E-170	563	289
57	AAA33884.1|Rhizobium_sp._1	Zehr	nifH	nifH	4.60E-170	562.7	289
58	ACH83478.1|Acidithiobacillus_ferrooxidans_1	Zehr	nifH	nifH	5.10E-170	562.6	289
59	EGW62911.1|Dechlorosoma_suillum_1	Zehr	nifH	nifH	5.40E-170	562.5	287
60	EGZ49204.1|Thiorhodospira_sibirica_1	Zehr	nifH	vnfH	6.70E-170	562.4	287
61	ABA23658.1|Anabaena_variabilis_1	Zehr	nifH	vnfH	7.10E-170	562.3	289
62	CAA44954.1|Rhodobacter_capsulatus_1	Zehr	nifH	nifH	7.30E-170	562.1	289
63	EKV30731.1|Caenispirillum_salinarum_1	Zehr	nifH	nifH	7.50E-170	562.1	290
64	BAL26358.1|Azoarcus_sp._1	Zehr	nifH	nifH	8.30E-170	561.9	289
65	AEF99883.1|Methylomonas_methanica_1	Zehr	nifH	nifH	1.10E-169	561.5	287
66	GAD03531.1|Agarivorans_albus_1	Zehr	nifH	vnfH	1.50E-169	561.2	287
67	ABA89338.1|Pelobacter_carbinolicus_1	Zehr	nifH	nifH	1.50E-169	561	287
68	AAR36215.1|Geobacter_sulfurreducens_1	Zehr	nifH	nifH	1.50E-169	561.1	285
69	EGK89721.1|Acidithiobacillus_ferrivorans_1	Zehr	nifH	nifH	1.60E-169	561	289
