	SeqID	Database	OrgGene	Gene	EValue	Bitscore	AlnLength
0	OIQ93815;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1023.8	460
1	CAE26821;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1028.0	460
2	ADP69796;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1016.6	460
3	CCD03004;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1027.1	460
4	SEH51093;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1024.4	460
5	SFX09986;size=5;/1-460	FunGene	vnfD	vnfD	0.0	1040.3	460
6	EXJ15821;size=1;/1-460	FunGene	vnfD	vnfD	1.1e-305	1003.6	460
7	OBQ03851;size=4;/1-460	FunGene	vnfD	vnfD	4.2e-304	998.4	460
8	EKF04224;size=1;/1-460	FunGene	vnfD	vnfD	2e-302	992.9	460
9	AKB51721;size=2;/1-460	FunGene	vnfD	vnfD	2.0999999999999998e-299	982.9	460
10	AAM04635;size=1;/1-460	FunGene	vnfD	vnfD	2.6e-298	979.3	460
11	AKB48005;size=2;/1-460	FunGene	vnfD	vnfD	2.3000000000000002e-297	976.2	460
12	AKB81589;size=1;/1-460	FunGene	vnfD	vnfD	1.2e-296	973.8	460
13	AHA37825;size=1;/1-460	FunGene	vnfD	vnfD	1.4e-296	973.6	460
14	BAH06671;size=2;/1-460	FunGene	vnfD	vnfD	6.5e-296	971.4	460
15	AKG34370;size=1;/1-460	FunGene	vnfD	vnfD	1.2000000000000001e-295	970.5	460
16	OMH20013;size=6;/1-460	FunGene	vnfD	vnfD	3.9e-294	965.6	460
17	AGK98263;size=1;/1-460	FunGene	vnfD	vnfD	1.6e-290	953.6	460
18	EKQ52376;size=1;/1-460	FunGene	vnfD	vnfD	1.3e-287	944.0	459
19	ADU27824;size=1;/1-460	FunGene	vnfD	vnfD	1.5999999999999999e-285	937.2	460
20	Q60C80	FunGene	nifD	nifD	1.3000000000000001e-272	897.9	480
21	A4VJ71	FunGene	nifD	nifD	1.3e-271	894.6	490
22	A7IBF5	FunGene	nifD	nifD	2.0999999999999998e-271	893.9	483
23	A5ENX1	FunGene	nifD	nifD	2.4e-270	890.5	482
24	B8EJ24	FunGene	nifD	nifD	2.6e-270	890.3	476
25	A8HQJ1	FunGene	nifD	nifD	3.8e-270	889.8	483
26	C5BTB1	FunGene	nifD	nifD	5.1e-270	889.4	489
