	SeqID	Database	OrgGene	Gene	EValue	Bitscore	AlnLength
0	SFL38789;size=2;/1-460	FunGene	vnfD	vnfD	0.0	1047.2	460
1	SEH51093;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1042.0	460
2	CAA33173;size=1;/1-459	FunGene	vnfD	vnfD	0.0	1022.9	460
3	SEQ30981;size=3;/1-460	FunGene	vnfD	vnfD	0.0	1047.7	460
4	CAA36058;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1044.5	460
5	ADP69796;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1028.4	460
6	CAE26821;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1046.0	460
7	SFX09986;size=5;/1-460	FunGene	vnfD	vnfD	0.0	1050.3	460
8	OIQ93815;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1042.2	460
9	EPY02865;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1042.4	460
10	CCD03004;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1039.5	460
11	EXJ15821;size=1;/1-460	FunGene	vnfD	vnfD	0.0	1023.0	460
12	OHC12061;size=2;/1-460	FunGene	vnfD	vnfD	0.0	1047.6	460
13	OBQ03851;size=4;/1-460	FunGene	vnfD	vnfD	7.9e-306	1005.1	460
14	EKE99886;size=1;/1-460	FunGene	vnfD	vnfD	5.4e-305	1002.3	460
15	EKF04224;size=1;/1-460	FunGene	vnfD	vnfD	9.3e-305	1001.6	460
16	AHA37825;size=1;/1-460	FunGene	vnfD	vnfD	2.8e-302	993.4	460
17	AHA37824;size=1;/1-460	FunGene	vnfD	vnfD	5.3e-301	989.2	460
18	AIQ12504;size=1;/1-460	FunGene	vnfD	vnfD	5.8e-301	989.0	460
19	AKG34370;size=1;/1-460	FunGene	vnfD	vnfD	6.7e-300	985.5	460
20	EKQ52376;size=1;/1-460	FunGene	vnfD	vnfD	1.6e-287	944.7	459
21	BAH06671;size=2;/1-460	FunGene	vnfD	vnfD	1.7999999999999998e-286	941.2	460
22	AKB51721;size=2;/1-460	FunGene	vnfD	vnfD	3.1e-286	940.5	460
23	OED02931;size=3;/1-460	FunGene	vnfD	vnfD	1.2e-285	938.5	460
24	AKJ38129;size=1;/1-460	FunGene	vnfD	vnfD	1.5999999999999999e-285	938.1	460
25	AKB48005;size=2;/1-460	FunGene	vnfD	vnfD	4.6999999999999996e-285	936.6	460
26	OMH20013;size=6;/1-460	FunGene	vnfD	vnfD	4.6999999999999996e-285	936.6	460
27	AAF72180;size=1;/1-460	FunGene	vnfD	vnfD	5.4e-285	936.4	460
28	AKB81589;size=1;/1-460	FunGene	vnfD	vnfD	8.9e-285	935.7	460
29	AAM04635;size=1;/1-460	FunGene	vnfD	vnfD	3.6e-284	933.7	460
30	ETA66931.1|Methanolobus_tindarius_1	Zehr	nifH	nflH	5.4e-284	943.8	736
31	AGK98263;size=1;/1-460	FunGene	vnfD	vnfD	9.3e-283	929.0	460
32	ADU27824;size=1;/1-460	FunGene	vnfD	vnfD	7.2e-280	919.5	460
33	AGN26065.1|Candidatus_Methanomassiliicoccus_1	Zehr	nifH	nflH	8.600000000000001e-277	920.0	720
34	AAM05435.1|Methanosarcina_acetivorans_1	Zehr	nifH	nflH	4.7e-276	917.5	751
35	ADN36985.1|Methanoplanus_petrolearius_1	Zehr	nifH	nflH	4.0000000000000004e-275	914.5	751
36	AGI85899.1|Candidatus_Methanomethylophilus_1	Zehr	nifH	nflH	8.199999999999999e-262	870.4	717
37	CDF30912.1|Methanoculleus_sp._1	Zehr	nifH	nflH	4.9e-261	867.9	717
38	AAZ71607.1|Methanosarcina_barkeri_1	Zehr	nifH	nflH	1.8e-260	866.0	741
39	A7IBF5	FunGene	nifD	nifD	1.2e-254	840.6	486
40	Q60C80	FunGene	nifD	nifD	3.4e-254	839.1	480
41	A5ENX1	FunGene	nifD	nifD	5.9e-254	838.3	489
42	EHP07423.1|Holophaga_foetida_1	Zehr	nifH	nflH	1.4e-253	843.2	726
43	A4VJ71	FunGene	nifD	nifD	1.4e-253	837.1	489
44	A4YYZ0	FunGene	nifD	nifD	1.5e-253	837.0	489
45	ACN13985.1|Desulfobacterium_autotrophicum_1	Zehr	nifH	nflH	1.3e-252	840.0	746
46	A8HQJ1	FunGene	nifD	nifD	1.6e-252	833.5	488
47	ZP_09716922.1|Treponema_primitia_1	Zehr	nifH	nflH	2.6e-252	839.1	720
48	B8EJ24	FunGene	nifD	nifD	6.4e-252	831.6	475
49	A4JRN8	FunGene	nifD	nifD	8.100000000000001e-252	831.2	480
50	C6P5Y2	FunGene	nifD	nifD	9.3e-252	831.0	482
51	A1VPS3	FunGene	nifD	nifD	1e-251	830.9	480
52	C5S6M4	FunGene	nifD	nifD	1e-251	830.9	477
53	C7DPA6	FunGene	nifD	nifD	5.2e-251	828.6	483
54	C5BTB1	FunGene	nifD	nifD	6e-251	828.4	491
55	P06121	FunGene	nifD	nifD	6.0999999999999995e-251	828.3	487
56	D0EJA7	FunGene	nifD	nifD	1.2e-250	827.3	487
57	A6UME8	FunGene	nifD	nifD	1.5e-250	827.1	487
58	A1K2V1	FunGene	nifD	nifD	2.4e-250	826.4	480
59	P06120	FunGene	nifD	nifD	3.6e-250	825.8	484
60	C6HVB1	FunGene	nifD	nifD	3.8999999999999997e-250	825.7	479
61	B3DXX6	FunGene	nifD	nifD	3.8999999999999997e-250	825.7	480
62	C7RRG5	FunGene	nifD	nifD	3.8999999999999997e-250	825.7	483
63	A9H5W5	FunGene	nifD	nifD	4e-250	825.6	487
64	Q6N0Z0	FunGene	nifD	nifD	4.3e-250	825.5	478
65	D0EJC7	FunGene	nifD	nifD	4.6e-250	825.4	487
66	Q4VUB6	FunGene	nifD	nifD	1e-249	824.3	487
67	Q92ZL4	FunGene	nifD	nifD	1.1000000000000001e-249	824.1	483
68	D0EJB2	FunGene	nifD	nifD	1.1000000000000001e-249	824.2	487
69	D0EJB3	FunGene	nifD	nifD	1.2e-249	824.1	483
70	Q8KIP2	FunGene	nifD	nifD	1.2e-249	824.0	484
71	C7DP64	FunGene	nifD	nifD	1.2e-249	824.1	482
72	D0EJB0	FunGene	nifD	nifD	1.4000000000000002e-249	823.9	483
73	C7DPA3	FunGene	nifD	nifD	1.9e-249	823.4	488
74	D0EJB8	FunGene	nifD	nifD	2.3000000000000003e-249	823.1	483
75	D0EJB1	FunGene	nifD	nifD	2.7e-249	822.9	483
76	C7DP73	FunGene	nifD	nifD	2.7e-249	822.9	483
77	D0EJC0	FunGene	nifD	nifD	2.9e-249	822.8	483
78	Q20Y01	FunGene	nifD	nifD	3.1000000000000004e-249	822.7	490
79	B3Q2Q8	FunGene	nifD	nifD	3.2e-249	822.6	488
80	Q2RVN3	FunGene	nifD	nifD	3.4000000000000003e-249	822.6	476
81	C7DP67	FunGene	nifD	nifD	3.4000000000000003e-249	822.6	486
82	Q8KIN7	FunGene	nifD	nifD	4.1000000000000005e-249	822.3	488
